combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_rsi=rsi_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=14:45-15:00,247,71.66,440.22,-100.26,245.0,-65.0,339.92
3,cat_vol_ratio=vol_spike & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=14:45-15:00,74,71.62,303.65,-83.45,230.0,-47.5,213.31
3,cat_bb_ratio=bb_mid & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,155,71.61,451.58,-143.61,325.0,-60.0,306.87
3,cat_dist_ma20=far_below & cat_vol_ratio=vol_low & cat_bb_ratio=bb_squeeze,81,71.6,324.44,-136.3,255.0,-105.0,148.09
3,cat_gap=gap_down & flag_break_prev_low=break_prev_low & time_bucket_15m=15:45-16:00,49,71.43,354.18,124.49,310.0,140.0,239.8
3,cat_gap=gap_down & flag_hold_prev_low=break_prev_low & time_bucket_15m=15:45-16:00,49,71.43,354.18,124.49,310.0,140.0,239.8
3,cat_dist_ma20=far_below & flag_break_prev_high=no_break_prev_high & time_bucket_15m=23:15-23:30,63,71.43,436.35,-608.57,260.0,-415.0,-119.52
3,flag_break_prev_high=no_break_prev_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,435,71.26,474.62,-95.54,355.0,-30.0,342.67
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=14:45-15:00 & weekday=Thursday,174,71.26,366.44,-96.29,295.0,-50.0,276.06
3,cat_vol_ratio=vol_low & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,153,71.24,474.15,-80.85,355.0,-20.0,346.63
3,cat_prev_day_change=prev_big_down & flag_break_prev_high=break_prev_high & time_bucket_15m=23:00-23:15,73,71.23,405.62,-281.44,210.0,-125.0,156.16
3,cat_dist_ma20=near_above & cat_atr_ratio=atr_low & time_bucket_15m=23:00-23:15,59,71.19,280.42,-252.8,210.0,-135.0,30.25
3,cat_bb_ratio=bb_mid & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,111,71.17,390.59,-77.75,275.0,-85.0,274.95
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,208,71.15,413.25,-115.05,315.0,-72.5,281.47
3,cat_vol_ratio=vol_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=06:00-06:15,52,71.15,208.17,-181.35,197.5,-142.5,55.87
3,cat_vol_ratio=vol_high & cat_gap=gap_down & time_bucket_15m=06:00-06:15,45,71.11,238.78,-175.11,205.0,-150.0,75.0
3,cat_trend=trend_down & cat_vol_ratio=vol_high & time_bucket_15m=06:00-06:15,45,71.11,213.44,-175.22,200.0,-90.0,69.22
3,cat_trend=trend_down & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,263,71.1,419.47,4.41,260.0,-55.0,314.47
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30 & weekday=Wednesday,114,71.05,377.76,-4.61,220.0,-52.5,235.13
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_mid & weekday=Thursday,31,70.97,271.29,-143.71,260.0,-70.0,119.68
