combo,n,down_big_rate_pct,base_rate_pct,edge_pct,avg_down_move,median_down_move
far_below_ma20 + roc5_turn_down + night_open,1248,21.55,23.46,-1.9,-61.34,-35.0
below_ma20 + macd_below_signal + atr_low,8387,21.55,23.46,-1.91,-57.74,-35.0
macd_hist_down + stoch_overbought + close_down,5893,21.55,23.46,-1.91,-60.25,-35.0
gap_up,74039,21.54,23.46,-1.91,-61.88,-35.0
body_large + hour_11_12 + friday,1193,21.54,23.46,-1.91,-54.45,-40.0
stoch_overbought + stoch_dead,8087,21.54,23.46,-1.92,-62.44,-35.0
ma50_down + roc5_turn_down + hour_11_12,4141,21.54,23.46,-1.92,-57.28,-40.0
ma50_down + bb_upper_2_touch + high_break_3,1342,21.54,23.46,-1.92,-62.0,-35.0
bb_width_wide + macd_positive_but_weakening + atr_low,3539,21.53,23.46,-1.92,-54.91,-35.0
macd_hist_down + macd_below_signal + gap_flat,3144,21.53,23.46,-1.92,-56.04,-30.0
rsi_ge_75 + macd_hist_down,9698,21.53,23.46,-1.93,-58.88,-35.0
rsi_ge_70 + rsi_ge_75 + macd_hist_down,9698,21.53,23.46,-1.93,-58.88,-35.0
macd_hist_down + bull_bar + hour_11_12,1844,21.53,23.46,-1.93,-53.9,-40.0
bb_upper_2_touch + gap_up + hour_11_12,288,21.53,23.46,-1.93,-60.89,-35.0
stoch_dead + bear_bar + gap_up,12299,21.52,23.46,-1.93,-60.89,-35.0
lower_wick_long + hour_11_12,4674,21.52,23.46,-1.93,-55.35,-40.0
rsi_ge_70 + gap_up + friday,2602,21.52,23.46,-1.93,-62.88,-35.0
stoch_dead + close_down + gap_up,12827,21.52,23.46,-1.94,-60.78,-35.0
rsi_ge_70 + macd_positive_but_weakening + stoch_overbought,9914,21.52,23.46,-1.94,-60.69,-35.0
stoch_dead + upper_wick_long,8580,21.52,23.46,-1.94,-60.24,-35.0
macd_hist_down + bear_bar + gap_flat,3825,21.52,23.46,-1.94,-55.53,-35.0
bull_bar + high_break_3 + hour_11_12,2291,21.52,23.46,-1.94,-53.15,-35.0
ma20_down + cci_ge_100 + monday,237,21.52,23.46,-1.94,-62.68,-35.0
upper_wick_long + low_break_3 + hour_11_12,251,21.51,23.46,-1.94,-59.7,-35.0
atr_low + bear_bar,13065,21.51,23.46,-1.95,-55.76,-35.0
cci_falling + body_large + close_up,3101,21.51,23.46,-1.95,-61.72,-35.0
below_ma50 + stoch_overbought + hour_11_12,823,21.51,23.46,-1.95,-53.76,-40.0
atr_low + upper_wick_long + close_down,3153,21.5,23.46,-1.95,-55.2,-35.0
rsi_ge_75 + body_small + gap_up,2949,21.5,23.46,-1.96,-62.39,-35.0
rsi_ge_75 + stoch_overbought + night_open,2549,21.5,23.46,-1.96,-57.28,-35.0
ma50_down + stoch_dead + hour_11_12,1642,21.5,23.46,-1.96,-55.73,-37.5
stoch_overbought + cci_ge_150 + gap_flat,949,21.5,23.46,-1.96,-68.69,-30.0
cci_ge_150 + vol_ratio_ge_1_5 + hour_11_12,428,21.5,23.46,-1.96,-59.3,-40.0
cci_ge_150 + close_down + hour_11_12,214,21.5,23.46,-1.96,-55.51,-35.0
rsi_le_30 + gap_flat + hour_9_10,107,21.5,23.46,-1.96,-56.03,-40.0
roc5_turn_down + lower_wick_long + gap_up,10865,21.49,23.46,-1.97,-60.99,-35.0
macd_hist_down + close_up + gap_up,9079,21.49,23.46,-1.97,-61.6,-35.0
ma50_down + atr_low + close_down,6640,21.49,23.46,-1.97,-55.47,-35.0
body_small + hour_11_12,5175,21.49,23.46,-1.97,-54.4,-35.0
bear_bar + gap_flat,4966,21.49,23.46,-1.97,-55.71,-35.0
below_ma20 + atr_low + monday,2685,21.49,23.46,-1.97,-59.06,-35.0
ma50_down + cci_falling + gap_flat,2406,21.49,23.46,-1.97,-51.28,-30.0
bb_width_wide + body_small + hour_11_12,1196,21.49,23.46,-1.97,-55.61,-35.0
roc5_turn_down + high_break_3 + gap_flat,242,21.49,23.46,-1.97,-70.56,-30.0
stoch_overbought + roc5_turn_down,18522,21.48,23.46,-1.97,-61.46,-35.0
cci_falling + close_down + gap_flat,4129,21.48,23.46,-1.97,-55.82,-35.0
below_ma50 + hour_11_12 + monday,1578,21.48,23.46,-1.97,-57.47,-40.0
lower_wick_long + hour_13_15 + monday,1145,21.48,23.46,-1.97,-83.59,-35.0
cci_falling + atr_low + bear_bar,10606,21.48,23.46,-1.98,-55.67,-35.0
ma20_down + bull_bar + hour_11_12,3138,21.48,23.46,-1.98,-55.66,-40.0
rsi_ge_75 + stoch_dead + gap_up,2123,21.48,23.46,-1.98,-66.84,-35.0
rsi_ge_75 + roc5_turn_down + atr_low,1434,21.48,23.46,-1.98,-55.13,-35.0
cci_ge_150 + atr_low + monday,298,21.48,23.46,-1.98,-55.44,-35.0
bb_lower_2_touch + hour_11_12 + monday,149,21.48,23.46,-1.98,-69.16,-40.0
rsi_ge_70 + upper_wick_long + close_up,3581,21.47,23.46,-1.98,-60.71,-35.0
high_break_3 + hour_11_12,2296,21.47,23.46,-1.98,-53.09,-35.0
high_break_3 + close_up + hour_11_12,2296,21.47,23.46,-1.98,-53.09,-35.0
ma20_down + cci_ge_100,1276,21.47,23.46,-1.98,-57.83,-35.0
rsi_le_30 + hour_13_15 + friday,489,21.47,23.46,-1.98,-47.53,-30.0
macd_hist_down + body_small + high_break_3,163,21.47,23.46,-1.98,-52.33,-30.0
macd_positive_but_weakening + stoch_overbought + close_up,6140,21.47,23.46,-1.99,-61.45,-35.0
ma20_down + atr_low + monday,2748,21.47,23.46,-1.99,-57.09,-35.0
macd_below_signal + body_large + high_break_3,4687,21.46,23.46,-1.99,-61.3,-35.0
rsi_ge_75 + macd_hist_down + bull_bar,4249,21.46,23.46,-1.99,-58.29,-35.0
macd_below_signal + cci_falling + upper_wick_long,7215,21.46,23.46,-2.0,-59.79,-35.0
rsi_ge_70 + gap_up + late_night,5475,21.46,23.46,-2.0,-63.49,-35.0
below_ma50 + close_up + gap_up,11789,21.45,23.46,-2.0,-59.87,-35.0
stoch_dead + roc5_turn_down + gap_up,11272,21.45,23.46,-2.0,-61.39,-35.0
stoch_overbought + stoch_dead + roc5_turn_down,5328,21.45,23.46,-2.0,-63.69,-35.0
lower_wick_long + gap_up + hour_11_12,2121,21.45,23.46,-2.0,-56.16,-35.0
below_ma20 + gap_up + hour_11_12,3515,21.45,23.46,-2.01,-56.73,-35.0
cci_falling + upper_wick_long + monday,3390,21.45,23.46,-2.01,-59.28,-35.0
stoch_dead + bull_bar + gap_up,1483,21.44,23.46,-2.01,-66.88,-35.0
cci_falling + atr_low + friday,3069,21.44,23.46,-2.02,-55.19,-35.0
ma20_down + atr_low + friday,2668,21.44,23.46,-2.02,-54.52,-35.0
stoch_overbought + lower_wick_long + monday,2472,21.44,23.46,-2.02,-58.45,-35.0
rsi_ge_70 + upper_wick_long + late_night,2174,21.44,23.46,-2.02,-62.76,-35.0
macd_below_signal + stoch_dead + gap_flat,1101,21.44,23.46,-2.02,-55.54,-30.0
macd_hist_down + stoch_overbought + cci_ge_150,681,21.44,23.46,-2.02,-66.18,-35.0
roc5_turn_down + upper_wick_long + monday,4157,21.43,23.46,-2.02,-59.59,-35.0
ma20_down + high_break_3 + gap_up,2641,21.43,23.46,-2.02,-58.18,-35.0
stoch_overbought + cci_falling + gap_up,9744,21.43,23.46,-2.03,-63.52,-35.0
ma20_down + close_up + hour_11_12,3155,21.43,23.46,-2.03,-55.65,-40.0
upper_wick_long + body_small + hour_11_12,2949,21.43,23.46,-2.03,-53.77,-35.0
ma20_down + rsi_ge_70 + cci_ge_100,224,21.43,23.46,-2.03,-60.09,-35.0
bear_bar + high_break_3 + late_night,140,21.43,23.46,-2.03,-55.96,-35.0
ma50_down + bb_upper_2_touch + gap_flat,112,21.43,23.46,-2.03,-48.21,-32.5
bb_upper_2_touch + gap_flat + monday,112,21.43,23.46,-2.03,-62.37,-35.0
rsi_ge_70 + atr_low + bear_bar,1363,21.42,23.46,-2.03,-54.09,-35.0
bull_bar + close_up + hour_11_12,7261,21.42,23.46,-2.04,-54.42,-40.0
rsi_ge_75 + macd_hist_down + close_up,4267,21.42,23.46,-2.04,-58.41,-35.0
close_up + gap_down + night_open,3394,21.42,23.46,-2.04,-56.55,-35.0
cci_falling + atr_low + hour_11_12,3072,21.42,23.46,-2.04,-53.28,-40.0
ma50_down + rsi_ge_75 + monday,551,21.42,23.46,-2.04,-62.63,-40.0
rsi_ge_70 + roc5_turn_down + body_large,3442,21.41,23.46,-2.04,-62.74,-35.0
rsi_ge_75 + macd_positive_but_weakening + stoch_overbought,7585,21.41,23.46,-2.05,-59.16,-35.0
roc5_turn_down + close_down + gap_flat,3998,21.41,23.46,-2.05,-55.66,-30.0
atr_low + bull_bar + hour_11_12,2667,21.41,23.46,-2.05,-52.87,-40.0
bb_upper_2_touch + macd_below_signal + vol_ratio_ge_1_2,411,21.41,23.46,-2.05,-70.35,-30.0
atr_low + body_large + low_break_3,2308,21.4,23.46,-2.05,-58.7,-35.0
rsi_ge_75 + roc5_turn_down + gap_flat,598,21.4,23.46,-2.05,-59.81,-30.0
ma20_down + cci_ge_100 + gap_up,528,21.4,23.46,-2.05,-55.32,-35.0
macd_hist_down + stoch_overbought + friday,3061,21.4,23.46,-2.06,-61.7,-35.0
cci_falling + upper_wick_long,17603,21.39,23.46,-2.06,-59.06,-35.0
below_ma20 + body_large + gap_up,11527,21.39,23.46,-2.06,-59.95,-35.0
body_small + gap_down + night_open,2309,21.39,23.46,-2.06,-56.85,-35.0
macd_hist_down + gap_up,37303,21.39,23.46,-2.07,-61.54,-35.0
ma50_down + bb_upper_2_touch + close_up,1641,21.39,23.46,-2.07,-61.03,-35.0
bb_upper_2_touch + high_break_3 + hour_11_12,505,21.39,23.46,-2.07,-54.95,-35.0
rsi_le_30 + body_small + gap_flat,463,21.38,23.46,-2.07,-49.77,-30.0
ma50_down + body_large + hour_11_12,2975,21.38,23.46,-2.08,-55.47,-40.0
rsi_ge_75 + roc5_turn_down + upper_wick_long,2746,21.38,23.46,-2.08,-60.12,-35.0
below_ma20 + gap_down + night_open,3701,21.37,23.46,-2.08,-59.17,-35.0
macd_hist_down + close_up + hour_11_12,1820,21.37,23.46,-2.08,-54.13,-40.0
cci_falling + hour_11_12 + friday,1703,21.37,23.46,-2.08,-54.19,-40.0
ma50_down + stoch_dead + gap_up,6060,21.37,23.46,-2.09,-60.6,-35.0
rsi_ge_70 + body_small + gap_up,4333,21.37,23.46,-2.09,-64.16,-35.0
cci_falling + bear_bar + gap_flat,3954,21.37,23.46,-2.09,-55.37,-35.0
macd_hist_down + stoch_dead + body_small,3655,21.37,23.46,-2.09,-59.18,-35.0
cci_falling + atr_low + bull_bar,2986,21.37,23.46,-2.09,-54.66,-35.0
ma20_down + rsi_ge_70 + gap_down,496,21.37,23.46,-2.09,-56.29,-35.0
bb_upper_3_touch + bb_width_wide + upper_wick_long,117,21.37,23.46,-2.09,-61.2,-40.0
rsi_ge_70 + cci_falling + atr_low,2275,21.36,23.46,-2.09,-54.08,-30.0
below_ma50 + bull_bar + gap_up,11748,21.36,23.46,-2.1,-58.94,-35.0
ma50_down + macd_positive_but_weakening + lower_wick_long,2777,21.35,23.46,-2.1,-57.31,-35.0
stoch_overbought + gap_up,21853,21.35,23.46,-2.11,-63.22,-35.0
rsi_ge_75 + night_open + monday,637,21.35,23.46,-2.11,-54.78,-35.0
ma50_down + atr_low + bear_bar,6503,21.34,23.46,-2.11,-55.22,-35.0
rsi_ge_75 + stoch_overbought + late_night,4845,21.34,23.46,-2.11,-59.66,-35.0
hour_11_12 + friday,3336,21.34,23.46,-2.11,-53.97,-40.0
ma50_down + close_up + gap_up,12517,21.34,23.46,-2.12,-59.5,-35.0
cci_ge_100 + upper_wick_long,10422,21.34,23.46,-2.12,-61.67,-35.0
macd_hist_down + bull_bar + gap_up,9156,21.34,23.46,-2.12,-60.67,-35.0
ma50_down + bb_upper_2_touch + bull_bar,1598,21.34,23.46,-2.12,-60.64,-35.0
below_ma50 + rsi_ge_75 + bear_bar,314,21.34,23.46,-2.12,-54.94,-35.0
ma20_down + lower_wick_long + gap_up,8808,21.33,23.46,-2.12,-59.3,-35.0
macd_positive_but_weakening + gap_up,24981,21.33,23.46,-2.13,-61.99,-35.0
macd_hist_down + macd_positive_but_weakening + gap_up,24981,21.33,23.46,-2.13,-61.99,-35.0
below_ma20 + macd_positive_but_weakening + upper_wick_long,3287,21.33,23.46,-2.13,-59.45,-35.0
cci_ge_150 + gap_up + hour_11_12,483,21.33,23.46,-2.13,-58.46,-35.0
macd_below_signal + roc5_turn_down + gap_up,18299,21.32,23.46,-2.13,-61.53,-35.0
macd_below_signal + stoch_dead + upper_wick_long,3161,21.32,23.46,-2.13,-58.56,-35.0
atr_low + close_up + hour_11_12,2692,21.32,23.46,-2.13,-52.91,-40.0
macd_below_signal + body_small + hour_11_12,2584,21.32,23.46,-2.13,-56.06,-35.0
rsi_ge_75 + macd_positive_but_weakening + night_open,1857,21.32,23.46,-2.13,-55.58,-35.0
ma50_down + cci_falling + gap_up,13473,21.32,23.46,-2.14,-60.18,-35.0
below_ma50 + cci_falling + atr_low,6863,21.32,23.46,-2.14,-55.19,-35.0
lower_wick_long + body_small + hour_11_12,2974,21.32,23.46,-2.14,-54.6,-35.0
far_below_ma20 + close_down + night_open,1276,21.32,23.46,-2.14,-62.09,-35.0
bb_upper_2_touch + vol_ratio_ge_2_0 + hour_11_12,197,21.32,23.46,-2.14,-63.45,-35.0
ma20_down + below_ma50 + gap_flat,4293,21.31,23.46,-2.14,-53.09,-35.0
rsi_ge_75 + late_night + monday,976,21.31,23.46,-2.14,-56.66,-35.0
bb_upper_2_touch + close_up + hour_11_12,624,21.31,23.46,-2.14,-56.52,-35.0
rsi_ge_75 + late_night,5354,21.31,23.46,-2.15,-59.27,-35.0
rsi_ge_70 + rsi_ge_75 + late_night,5354,21.31,23.46,-2.15,-59.27,-35.0
bb_width_wide + bear_bar + night_open,4623,21.31,23.46,-2.15,-56.5,-35.0
cci_ge_150 + gap_up + night_open,535,21.31,23.46,-2.15,-56.37,-35.0
below_ma20 + upper_wick_long + hour_11_12,2164,21.3,23.46,-2.15,-55.49,-35.0
body_small + gap_up,22365,21.3,23.46,-2.16,-60.67,-35.0
stoch_dead + hour_11_12,3287,21.3,23.46,-2.16,-54.81,-40.0
macd_below_signal + cci_falling + gap_flat,2855,21.3,23.46,-2.16,-57.06,-30.0
rsi_ge_75 + roc5_turn_down + body_large,2113,21.3,23.46,-2.16,-62.92,-35.0
rsi_ge_75 + body_large + close_down,1371,21.3,23.46,-2.16,-60.31,-35.0
ma20_down + upper_wick_long + gap_up,8266,21.29,23.46,-2.16,-58.14,-35.0
macd_hist_down + cci_falling + upper_wick_long,13677,21.29,23.46,-2.17,-59.39,-35.0
ma20_down + body_large + gap_up,11127,21.29,23.46,-2.17,-58.92,-35.0
stoch_overbought + close_down + gap_up,4514,21.29,23.46,-2.17,-60.91,-35.0
macd_positive_but_weakening + stoch_overbought,13443,21.28,23.46,-2.17,-60.61,-35.0
macd_hist_down + macd_positive_but_weakening + stoch_overbought,13443,21.28,23.46,-2.17,-60.61,-35.0
macd_hist_down + macd_below_signal + atr_low,8591,21.28,23.46,-2.18,-55.94,-35.0
roc5_turn_down + atr_low + body_small,4827,21.28,23.46,-2.18,-53.57,-35.0
ma50_down + upper_wick_long + hour_11_12,2289,21.28,23.46,-2.18,-55.59,-40.0
ma20_down + macd_positive_but_weakening + upper_wick_long,1786,21.28,23.46,-2.18,-59.05,-35.0
ma50_down + gap_up,29655,21.27,23.46,-2.18,-60.13,-35.0
macd_positive_but_weakening + stoch_overbought + bull_bar,6102,21.27,23.46,-2.18,-60.75,-35.0
macd_hist_down + roc5_turn_down + hour_11_12,5815,21.27,23.46,-2.18,-56.14,-40.0
body_small + gap_up + hour_11_12,2308,21.27,23.46,-2.18,-55.0,-35.0
stoch_dead + gap_up,15148,21.27,23.46,-2.19,-61.16,-35.0
stoch_dead + cci_falling + gap_up,11665,21.27,23.46,-2.19,-60.82,-35.0
stoch_overbought + monday,8533,21.27,23.46,-2.19,-61.43,-35.0
below_ma50 + body_large + high_break_3,4673,21.27,23.46,-2.19,-57.69,-35.0
macd_hist_down + stoch_dead + cci_ge_100,4034,21.27,23.46,-2.19,-63.88,-35.0
stoch_overbought + upper_wick_long + friday,2177,21.27,23.46,-2.19,-61.65,-35.0
rsi_ge_75 + close_up + night_open,1561,21.27,23.46,-2.19,-55.7,-35.0
bull_bar + upper_wick_long + hour_11_12,1947,21.26,23.46,-2.19,-53.59,-40.0
ma50_down + roc5_turn_down + gap_up,14824,21.26,23.46,-2.2,-59.77,-35.0
macd_positive_but_weakening + roc5_turn_down + upper_wick_long,8420,21.26,23.46,-2.2,-60.51,-35.0
below_ma20 + upper_wick_long + lower_wick_long,3693,21.26,23.46,-2.2,-59.12,-35.0
cci_ge_100 + atr_low + lower_wick_long,1369,21.26,23.46,-2.2,-57.53,-35.0
cci_ge_100 + atr_low + close_down,1270,21.26,23.46,-2.2,-58.25,-35.0
bb_upper_2_touch + upper_wick_long + night_open,207,21.26,23.46,-2.2,-55.7,-45.0
body_large + close_down + hour_11_12,2875,21.25,23.46,-2.2,-56.02,-40.0
below_ma20 + hour_11_12 + friday,1628,21.25,23.46,-2.2,-54.31,-40.0
macd_below_signal + macd_positive_but_weakening + lower_wick_long,6966,21.25,23.46,-2.21,-60.7,-35.0
atr_low + hour_11_12,5953,21.25,23.46,-2.21,-53.33,-40.0
macd_hist_down + cci_ge_100 + body_large,3064,21.25,23.46,-2.21,-60.99,-35.0
rsi_ge_75 + atr_low + close_up,1760,21.25,23.46,-2.21,-57.27,-35.0
far_below_ma20 + bear_bar + night_open,1139,21.25,23.46,-2.21,-62.38,-35.0
rsi_ge_70 + night_open + monday,866,21.25,23.46,-2.21,-54.02,-35.0
cci_falling + body_small + gap_up,11885,21.24,23.46,-2.22,-60.05,-35.0
macd_positive_but_weakening + atr_low + close_down,6145,21.24,23.46,-2.22,-56.38,-35.0
cci_falling + roc5_turn_down + hour_11_12,6003,21.24,23.46,-2.22,-55.39,-40.0
rsi_ge_75 + cci_falling + upper_wick_long,3235,21.24,23.46,-2.22,-57.93,-35.0
bb_upper_2_touch + bull_bar + hour_11_12,631,21.24,23.46,-2.22,-56.29,-35.0
cci_falling + lower_wick_long + gap_up,13422,21.23,23.46,-2.23,-60.43,-35.0
roc5_turn_down + bear_bar + gap_flat,3839,21.23,23.46,-2.23,-55.68,-30.0
rsi_ge_70 + stoch_dead + upper_wick_long,2379,21.23,23.46,-2.23,-63.22,-35.0
macd_positive_but_weakening + lower_wick_long + gap_up,7699,21.22,23.46,-2.23,-60.1,-35.0
bear_bar + body_large + hour_11_12,2879,21.22,23.46,-2.23,-55.97,-40.0
bb_upper_2_touch + macd_below_signal + vol_ratio_ge_1_5,311,21.22,23.46,-2.23,-70.9,-30.0
rsi_ge_75 + bear_bar + gap_flat,311,21.22,23.46,-2.23,-49.77,-30.0
upper_wick_long + close_up + gap_up,8187,21.22,23.46,-2.24,-60.67,-35.0
rsi_ge_75 + atr_low,2884,21.22,23.46,-2.24,-55.41,-35.0
rsi_ge_70 + rsi_ge_75 + atr_low,2884,21.22,23.46,-2.24,-55.41,-35.0
stoch_dead + gap_down + night_open,1508,21.22,23.46,-2.24,-56.81,-35.0
below_ma20 + lower_wick_long + gap_up,9126,21.21,23.46,-2.24,-60.61,-35.0
rsi_ge_70 + stoch_dead + body_large,1584,21.21,23.46,-2.24,-63.22,-35.0
bull_bar + lower_wick_long + gap_flat,1155,21.21,23.46,-2.24,-53.75,-35.0
ma20_down + below_ma20 + gap_flat,4394,21.21,23.46,-2.25,-55.86,-30.0
below_ma20 + atr_low + late_night,2975,21.21,23.46,-2.25,-54.23,-35.0
ma50_down + macd_positive_but_weakening + monday,1754,21.21,23.46,-2.25,-65.83,-35.0
upper_wick_long + high_break_3 + gap_up,1429,21.2,23.46,-2.25,-58.96,-35.0
upper_wick_long + close_down + gap_flat,1179,21.2,23.46,-2.25,-53.41,-30.0
rsi_ge_75 + body_small + night_open,915,21.2,23.46,-2.25,-57.62,-35.0
ma20_down + macd_positive_but_weakening + hour_11_12,830,21.2,23.46,-2.25,-57.37,-40.0
roc5_turn_down + bull_bar + gap_up,8280,21.2,23.46,-2.26,-60.11,-35.0
macd_positive_but_weakening + body_small + gap_up,8042,21.2,23.46,-2.26,-60.4,-35.0
rsi_ge_75 + upper_wick_long + friday,967,21.2,23.46,-2.26,-59.19,-35.0
hour_11_12,16534,21.19,23.46,-2.26,-54.68,-40.0
rsi_ge_75 + macd_hist_down + stoch_overbought,7979,21.19,23.46,-2.26,-58.41,-35.0
ma50_down + stoch_overbought + high_break_3,4591,21.19,23.46,-2.26,-59.87,-35.0
ma50_down + macd_below_signal + stoch_overbought,151,21.19,23.46,-2.26,-52.15,-25.0
stoch_dead + high_break_3 + hour_11_12,151,21.19,23.46,-2.26,-52.95,-40.0
ma50_down + macd_hist_down + gap_up,14677,21.19,23.46,-2.27,-60.17,-35.0
ma50_down + bull_bar + gap_up,12422,21.19,23.46,-2.27,-58.75,-35.0
bull_bar + hour_11_12,7590,21.19,23.46,-2.27,-54.02,-40.0
low_break_3 + night_open + monday,472,21.19,23.46,-2.27,-58.2,-35.0
macd_hist_down + stoch_overbought + roc5_turn_down,9281,21.18,23.46,-2.27,-59.4,-35.0
macd_hist_down + stoch_overbought + cci_ge_100,7218,21.18,23.46,-2.27,-62.39,-35.0
rsi_ge_75 + roc5_turn_down + late_night,2667,21.18,23.46,-2.27,-58.59,-35.0
below_ma20 + atr_low + close_up,4288,21.18,23.46,-2.28,-55.85,-35.0
hour_11_12 + monday,3192,21.18,23.46,-2.28,-54.4,-40.0
ma50_down + cci_ge_100 + bear_bar,2564,21.18,23.46,-2.28,-58.87,-35.0
ma50_down + cci_ge_150 + bear_bar,680,21.18,23.46,-2.28,-62.87,-35.0
ma50_down + bb_upper_2_touch + rsi_ge_75,425,21.18,23.46,-2.28,-58.6,-40.0
below_ma20 + atr_low,13271,21.17,23.46,-2.28,-56.21,-35.0
ma50_down + cci_falling + upper_wick_long,6780,21.17,23.46,-2.29,-57.76,-35.0
rsi_ge_70 + macd_hist_down + stoch_overbought,10608,21.16,23.46,-2.29,-59.58,-35.0
below_ma20 + stoch_dead + atr_low,2703,21.16,23.46,-2.29,-54.5,-35.0
rsi_ge_75 + cci_falling + gap_flat,756,21.16,23.46,-2.29,-56.65,-32.5
macd_below_signal + cci_falling + gap_up,18486,21.16,23.46,-2.3,-61.33,-35.0
cci_falling + bull_bar + night_open,2240,21.16,23.46,-2.3,-54.71,-35.0
bear_bar + hour_11_12 + friday,1465,21.16,23.46,-2.3,-54.53,-40.0
upper_wick_long + high_break_3 + hour_11_12,293,21.16,23.46,-2.3,-51.21,-35.0
ma50_down + body_small + gap_up,8991,21.15,23.46,-2.3,-59.93,-35.0
ma20_down + ma50_down + gap_flat,3683,21.15,23.46,-2.3,-51.75,-30.0
ma20_down + rsi_ge_75 + body_small,156,21.15,23.46,-2.3,-57.24,-35.0
macd_below_signal + cci_ge_150 + close_down,156,21.15,23.46,-2.3,-81.09,-30.0
macd_hist_down + stoch_overbought + body_small,5849,21.15,23.46,-2.31,-58.5,-35.0
macd_positive_but_weakening + upper_wick_long + friday,2823,21.15,23.46,-2.31,-61.83,-35.0
rsi_ge_75 + macd_positive_but_weakening + gap_flat,610,21.15,23.46,-2.31,-53.28,-30.0
bb_width_wide + atr_low,8126,21.14,23.46,-2.31,-55.83,-35.0
below_ma20 + below_ma50 + gap_flat,4196,21.14,23.46,-2.32,-53.07,-35.0
bb_width_wide + gap_down + hour_11_12,1476,21.14,23.46,-2.32,-54.5,-40.0
macd_positive_but_weakening + stoch_dead + body_large,5905,21.13,23.46,-2.32,-58.61,-35.0
stoch_dead + high_break_3 + gap_up,795,21.13,23.46,-2.32,-62.76,-35.0
lower_wick_long + gap_flat + hour_13_15,388,21.13,23.46,-2.32,-71.35,-35.0
macd_positive_but_weakening + stoch_dead + lower_wick_long,2726,21.13,23.46,-2.33,-59.65,-35.0
ma50_down + rsi_ge_75 + vol_ratio_ge_1_2,672,21.13,23.46,-2.33,-57.75,-37.5
ma50_down + bb_upper_2_touch + cci_falling,336,21.13,23.46,-2.33,-58.29,-40.0
body_small + low_break_3 + night_open,284,21.13,23.46,-2.33,-61.36,-35.0
rsi_ge_70 + body_large + night_open,1425,21.12,23.46,-2.33,-56.55,-35.0
close_up + hour_11_12,7596,21.12,23.46,-2.34,-54.03,-40.0
rsi_ge_75 + cci_falling + late_night,3755,21.12,23.46,-2.34,-59.01,-35.0
ma50_down + stoch_dead + gap_flat,1089,21.12,23.46,-2.34,-52.22,-30.0
stoch_overbought + gap_flat + late_night,701,21.11,23.46,-2.34,-48.94,-30.0
roc5_turn_down + atr_low + close_down,10518,21.11,23.46,-2.35,-55.27,-35.0
far_below_ma20 + night_open,2402,21.11,23.46,-2.35,-58.99,-35.0
below_ma20 + far_below_ma20 + night_open,2402,21.11,23.46,-2.35,-58.99,-35.0
rsi_ge_75 + atr_low + bull_bar,1729,21.11,23.46,-2.35,-57.22,-35.0
ma50_down + rsi_ge_75 + cci_ge_150,649,21.11,23.46,-2.35,-56.31,-40.0
cci_ge_150 + high_break_3 + hour_11_12,578,21.11,23.46,-2.35,-53.81,-35.0
cci_falling + body_large + gap_up,13206,21.1,23.46,-2.35,-59.82,-35.0
rsi_ge_70 + macd_positive_but_weakening + gap_up,7359,21.1,23.46,-2.35,-62.15,-35.0
cci_ge_100 + cci_falling + atr_low,1919,21.1,23.46,-2.35,-57.26,-35.0
below_ma50 + stoch_dead + gap_flat,1123,21.1,23.46,-2.35,-51.39,-30.0
cci_falling + hour_11_12,8333,21.1,23.46,-2.36,-54.91,-35.0
macd_hist_down + atr_low + monday,3299,21.1,23.46,-2.36,-54.31,-35.0
ma50_down + below_ma20 + atr_low,8320,21.09,23.46,-2.36,-55.61,-35.0
bull_bar + gap_down + night_open,3352,21.09,23.46,-2.36,-55.76,-35.0
below_ma20 + high_break_3 + gap_up,1465,21.09,23.46,-2.36,-57.94,-35.0
rsi_ge_75 + atr_low + lower_wick_long,877,21.09,23.46,-2.36,-53.72,-30.0
roc5_turn_down + atr_low + bear_bar,10161,21.09,23.46,-2.37,-54.98,-35.0
macd_below_signal + macd_positive_but_weakening + body_large,8436,21.09,23.46,-2.37,-59.83,-35.0
macd_hist_down + hour_11_12,8337,21.09,23.46,-2.37,-55.35,-40.0
rsi_ge_70 + body_large + late_night,2684,21.09,23.46,-2.37,-64.04,-35.0
macd_below_signal + close_up + gap_up,15969,21.08,23.46,-2.37,-60.34,-35.0
bb_width_wide + hour_11_12,3772,21.08,23.46,-2.38,-55.83,-37.5
rsi_ge_70 + roc5_turn_down + night_open,2026,21.08,23.46,-2.38,-56.17,-35.0
rsi_ge_75 + atr_low + hour_11_12,427,21.08,23.46,-2.38,-50.76,-35.0
below_ma20 + below_ma50 + atr_low,9353,21.07,23.46,-2.38,-56.13,-35.0
macd_hist_down + cci_ge_100 + monday,2107,21.07,23.46,-2.38,-63.94,-35.0
bb_upper_2_touch + vol_ratio_ge_1_5 + hour_11_12,356,21.07,23.46,-2.39,-57.46,-35.0
roc5_turn_down + hour_11_12,8290,21.06,23.46,-2.39,-55.03,-35.0
rsi_ge_75 + body_small + hour_11_12,432,21.06,23.46,-2.39,-50.84,-40.0
macd_below_signal + gap_up,38351,21.06,23.46,-2.4,-60.82,-35.0
macd_hist_down + stoch_overbought + lower_wick_long,5466,21.06,23.46,-2.4,-57.22,-35.0
