combo,n,down_big_rate_pct,base_rate_pct,edge_pct,avg_down_move,median_down_move
rsi_le_30 + vol_ratio_ge_1_2 + body_large,3267,36.42,23.46,12.97,-92.28,-50.0
vol_ratio_ge_1_2 + atr_high + hour_13_15,1090,36.42,23.46,12.97,-127.37,-50.0
cci_falling + vol_ratio_ge_2_0 + hour_13_15,593,36.42,23.46,12.97,-118.74,-45.0
far_below_ma20 + macd_below_signal + atr_high,4731,36.42,23.46,12.96,-92.35,-50.0
bb_upper_3_touch + stoch_overbought,994,36.42,23.46,12.96,-96.05,-50.0
bb_upper_2_touch + bb_upper_3_touch + stoch_overbought,994,36.42,23.46,12.96,-96.05,-50.0
bb_upper_3_touch + stoch_overbought + close_up,994,36.42,23.46,12.96,-96.05,-50.0
atr_high + bear_bar + low_break_3,4556,36.41,23.46,12.96,-94.31,-55.0
bb_upper_3_touch + stoch_overbought + roc5_ge_0_5,541,36.41,23.46,12.96,-97.0,-55.0
rsi_ge_75 + stoch_dead + vol_ratio_ge_2_0,541,36.41,23.46,12.96,-95.19,-55.0
far_above_ma20 + macd_hist_down + close_down,1640,36.4,23.46,12.95,-89.9,-52.5
rsi_ge_75 + vol_ratio_ge_2_0 + body_large,923,36.4,23.46,12.95,-95.21,-50.0
stoch_overbought + roc5_ge_0_5 + lower_wick_long,923,36.4,23.46,12.95,-104.24,-55.0
bb_lower_2_touch + bb_width_wide + close_down,3033,36.4,23.46,12.94,-90.39,-55.0
far_above_ma20 + atr_high + body_large,1500,36.4,23.46,12.94,-94.86,-50.0
bb_width_wide + rsi_ge_70 + vol_ratio_ge_1_2,3842,36.39,23.46,12.93,-98.93,-55.0
far_above_ma20 + close_down,2196,36.38,23.46,12.93,-91.14,-55.0
vol_ratio_ge_1_2 + bear_bar + gap_down,8554,36.38,23.46,12.92,-93.94,-55.0
rsi_ge_70 + vol_ratio_ge_2_0 + body_small,701,36.38,23.46,12.92,-96.58,-55.0
macd_hist_down + vol_ratio_ge_2_0 + hour_13_15,613,36.38,23.46,12.92,-122.88,-45.0
ma50_down + vol_ratio_ge_2_0 + atr_low,580,36.38,23.46,12.92,-84.41,-50.0
macd_positive_but_weakening + vol_ratio_ge_1_5 + atr_low,558,36.38,23.46,12.92,-83.53,-47.5
bb_lower_2_touch + vol_ratio_ge_1_5 + close_down,5089,36.37,23.46,12.92,-92.67,-50.0
macd_below_signal + vol_ratio_ge_1_5 + close_up,4674,36.37,23.46,12.92,-96.59,-50.0
vol_ratio_ge_1_5 + high_break_3 + gap_down,2554,36.37,23.46,12.92,-94.21,-50.0
rsi_ge_70 + cci_ge_150 + roc5_ge_1,1097,36.37,23.46,12.92,-100.77,-55.0
vol_ratio_ge_1_5 + body_small + monday,1317,36.37,23.46,12.91,-97.33,-50.0
vol_ratio_ge_2_0 + close_up + late_night,1364,36.36,23.46,12.91,-110.47,-50.0
stoch_dead + atr_high + high_break_3,297,36.36,23.46,12.91,-101.01,-50.0
roc5_ge_0_5 + body_small + monday,264,36.36,23.46,12.91,-82.22,-55.0
far_below_ma20 + stoch_dead + body_small,209,36.36,23.46,12.91,-81.27,-50.0
lower_wick_long + high_break_3 + close_up_big,198,36.36,23.46,12.91,-101.34,-50.0
bb_lower_2_touch + stoch_dead + vol_ratio_ge_1_2,1543,36.36,23.46,12.9,-89.3,-50.0
bb_lower_2_touch + atr_high + body_large,1543,36.36,23.46,12.9,-88.68,-50.0
below_ma20 + macd_below_signal + vol_ratio_ge_1_5,12095,36.35,23.46,12.89,-95.42,-50.0
far_above_ma20 + bb_upper_2_touch + cci_falling,1172,36.35,23.46,12.89,-96.45,-55.0
roc5_ge_0_5 + gap_up + friday,454,36.34,23.46,12.89,-89.64,-55.0
vol_ratio_ge_1_2 + late_night + monday,1954,36.34,23.46,12.88,-99.19,-55.0
vol_ratio_ge_1_5 + lower_wick_long + friday,1288,36.34,23.46,12.88,-95.27,-50.0
rsi_le_30 + vol_ratio_ge_1_2 + bear_bar,5546,36.33,23.46,12.88,-94.12,-50.0
bb_width_wide + rsi_ge_75 + vol_ratio_ge_1_2,2967,36.33,23.46,12.88,-98.35,-55.0
rsi_le_30 + atr_high + low_break_3,2221,36.33,23.46,12.88,-96.95,-50.0
far_above_ma20 + atr_high + bull_bar,2133,36.33,23.46,12.88,-93.69,-55.0
atr_high + close_up + friday,3130,36.33,23.46,12.87,-87.71,-50.0
far_below_ma20 + close_down + gap_up,1291,36.33,23.46,12.87,-102.88,-50.0
far_above_ma20 + close_up + friday,801,36.33,23.46,12.87,-95.03,-50.0
bb_upper_2_touch + vol_ratio_ge_2_0 + high_break_3,2552,36.32,23.46,12.87,-94.4,-50.0
roc5_ge_0_5 + bear_bar + body_large,468,36.32,23.46,12.87,-91.37,-52.5
rsi_le_30 + vol_ratio_ge_2_0 + gap_flat,223,36.32,23.46,12.87,-81.86,-55.0
far_above_ma20 + stoch_dead + bear_bar,961,36.32,23.46,12.86,-93.15,-55.0
stoch_overbought + cci_ge_100 + roc5_ge_1,1454,36.31,23.46,12.86,-96.43,-50.0
far_above_ma20 + body_small + close_up,906,36.31,23.46,12.86,-98.09,-52.5
far_below_ma20 + bb_width_wide + upper_wick_long,1713,36.31,23.46,12.85,-92.92,-50.0
bb_lower_2_touch + atr_high + close_up,493,36.31,23.46,12.85,-92.75,-50.0
far_above_ma20 + vol_ratio_ge_1_5 + late_night,314,36.31,23.46,12.85,-89.71,-55.0
bb_lower_2_touch + vol_ratio_ge_1_5 + bear_bar,4859,36.3,23.46,12.85,-93.01,-50.0
vol_ratio_ge_1_5 + close_down + monday,2468,36.3,23.46,12.85,-96.38,-55.0
rsi_le_30 + low_break_3 + late_night,1796,36.3,23.46,12.85,-102.19,-50.0
bb_lower_2_touch + atr_high + close_down,2755,36.3,23.46,12.84,-93.07,-55.0
bb_upper_2_touch + rsi_ge_70 + atr_high,1967,36.3,23.46,12.84,-96.71,-55.0
far_below_ma20 + bb_width_wide + lower_wick_long,1675,36.3,23.46,12.84,-90.84,-50.0
cci_ge_150 + cci_falling + roc5_ge_1,865,36.3,23.46,12.84,-95.6,-55.0
body_small + close_down_big + gap_down,135,36.3,23.46,12.84,-90.3,-55.0
ma50_down + atr_high + friday,3359,36.29,23.46,12.83,-85.28,-55.0
bb_upper_2_touch + cci_ge_150 + hour_13_15,1116,36.29,23.46,12.83,-148.26,-55.0
bb_upper_3_touch + stoch_overbought + cci_ge_100,992,36.29,23.46,12.83,-95.94,-50.0
bb_upper_3_touch + stoch_overbought + cci_ge_150,992,36.29,23.46,12.83,-95.94,-50.0
cci_falling + roc5_ge_0_5 + body_small,813,36.29,23.46,12.83,-95.95,-55.0
bb_lower_2_touch + rsi_le_30 + friday,1221,36.28,23.46,12.83,-89.52,-50.0
rsi_ge_75 + cci_ge_150 + roc5_ge_1,973,36.28,23.46,12.82,-99.92,-55.0
rsi_ge_75 + roc5_ge_1 + close_up,758,36.28,23.46,12.82,-100.49,-50.0
bb_lower_2_touch + bull_bar + gap_down,656,36.28,23.46,12.82,-94.98,-50.0
bb_lower_2_touch + vol_ratio_ge_1_2 + monday,1384,36.27,23.46,12.82,-101.07,-50.0
vol_ratio_ge_1_2 + gap_up + hour_13_15,2735,36.27,23.46,12.81,-128.5,-50.0
vol_ratio_ge_1_5 + body_small + low_break_3,681,36.27,23.46,12.81,-94.87,-50.0
roc5_ge_0_5 + high_break_3 + night_open,375,36.27,23.46,12.81,-86.63,-55.0
far_above_ma20 + roc5_turn_down + lower_wick_long,1012,36.26,23.46,12.81,-94.14,-50.0
bear_bar + body_small + high_break_3,91,36.26,23.46,12.81,-74.29,-50.0
ma20_down + below_ma50 + vol_ratio_ge_1_5,11703,36.26,23.46,12.8,-92.52,-50.0
vol_ratio_ge_2_0 + gap_up,6305,36.26,23.46,12.8,-93.98,-50.0
vol_ratio_ge_1_2 + vol_ratio_ge_2_0 + gap_up,6305,36.26,23.46,12.8,-93.98,-50.0
vol_ratio_ge_1_5 + vol_ratio_ge_2_0 + gap_up,6305,36.26,23.46,12.8,-93.98,-50.0
roc5_turn_down + gap_up + hour_9_10,3701,36.26,23.46,12.8,-78.49,-55.0
bb_lower_2_touch + bull_bar + monday,262,36.26,23.46,12.8,-109.37,-50.0
atr_high + body_large + low_break_3,2855,36.25,23.46,12.8,-91.91,-50.0
macd_hist_down + vol_ratio_ge_1_5 + bull_bar,2146,36.25,23.46,12.8,-97.9,-50.0
body_large + gap_flat + hour_9_10,411,36.25,23.46,12.8,-70.02,-55.0
rsi_ge_75 + stoch_dead + roc5_ge_1,251,36.25,23.46,12.8,-97.91,-55.0
below_ma20 + atr_high + late_night,5407,36.25,23.46,12.79,-92.35,-50.0
macd_hist_down + roc5_ge_1 + lower_wick_long,80,36.25,23.46,12.79,-111.56,-45.0
upper_wick_long + close_down_big + late_night,80,36.25,23.46,12.79,-84.31,-57.5
ma20_down + rsi_le_30 + vol_ratio_ge_1_2,7823,36.24,23.46,12.78,-93.64,-50.0
below_ma50 + far_below_ma20 + atr_high,4771,36.24,23.46,12.78,-91.51,-50.0
ma50_down + bb_lower_2_touch + gap_down,3891,36.24,23.46,12.78,-88.38,-50.0
vol_ratio_ge_1_2 + low_break_3 + late_night,2558,36.24,23.46,12.78,-105.87,-50.0
stoch_overbought + hour_9_10 + friday,850,36.24,23.46,12.78,-77.37,-55.0
vol_ratio_ge_2_0 + atr_low + bull_bar,516,36.24,23.46,12.78,-86.47,-50.0
close_up_big + gap_up + late_night,414,36.23,23.46,12.78,-101.69,-50.0
stoch_dead + vol_ratio_ge_1_5 + bear_bar,4016,36.23,23.46,12.77,-93.81,-50.0
bb_width_wide + vol_ratio_ge_1_2 + high_break_3,3072,36.23,23.46,12.77,-92.56,-50.0
cci_ge_150 + high_break_3 + hour_13_15,1002,36.23,23.46,12.77,-135.27,-52.5
bb_width_wide + macd_hist_down + roc5_ge_1,265,36.23,23.46,12.77,-101.19,-50.0
bb_width_wide + macd_positive_but_weakening + roc5_ge_1,265,36.23,23.46,12.77,-101.19,-50.0
atr_high + bull_bar + friday,3103,36.22,23.46,12.77,-86.85,-50.0
bb_upper_2_touch + atr_high,2885,36.22,23.46,12.77,-93.45,-55.0
bb_lower_2_touch + late_night + monday,566,36.22,23.46,12.76,-97.61,-55.0
stoch_dead + vol_ratio_ge_1_5 + close_down,4270,36.21,23.46,12.75,-92.24,-50.0
stoch_overbought + vol_ratio_ge_2_0,4228,36.21,23.46,12.75,-94.14,-50.0
stoch_overbought + vol_ratio_ge_1_2 + vol_ratio_ge_2_0,4228,36.21,23.46,12.75,-94.14,-50.0
stoch_overbought + vol_ratio_ge_1_5 + vol_ratio_ge_2_0,4228,36.21,23.46,12.75,-94.14,-50.0
bb_upper_2_touch + cci_ge_100 + atr_high,2875,36.21,23.46,12.75,-93.53,-55.0
rsi_ge_70 + vol_ratio_ge_1_5 + close_down,917,36.21,23.46,12.75,-96.12,-55.0
bb_upper_3_touch + stoch_overbought + close_up_big,591,36.21,23.46,12.75,-94.12,-50.0
far_above_ma20 + macd_hist_down + atr_low,348,36.21,23.46,12.75,-78.91,-55.0
bb_upper_2_touch + stoch_dead + hour_13_15,174,36.21,23.46,12.75,-136.72,-50.0
bb_upper_2_touch + vol_ratio_ge_2_0 + night_open,116,36.21,23.46,12.75,-81.55,-52.5
bb_upper_2_touch + vol_ratio_ge_2_0 + bull_bar,2804,36.2,23.46,12.74,-96.06,-50.0
